ImportArticleDetails;CostOfImport;float;8;0;0;3
ImportArticleDetails;PaymentType;tinyint;1;0;0;4
ImportArticleDetails;PaymentCurrency;nvarchar;8;0;0;5
ImportArticleDetails;IsActive;bit;1;0;0;6
ImportArticleDetails;CostOfOneSquareMeter;float;8;0;0;7
ImportArticleDetails;CostOfOneItem;float;8;0;0;8
ImportArticleDetails;PercentageOfSoldArticle;float;8;0;0;9
ImportArticleDetails;LastDateUpdateOfPercentage;datetime;8;0;0;10
ImportVeneerPalletBundles;ImportVeneerPalletBundleId;uniqueidentifier;16;0;0;1
ImportVeneerPalletBundles;ManagerOfCreateId;int;4;0;0;2
ImportVeneerPalletBundles;SupplierId;int;4;0;0;3
ImportVeneerPalletBundles;ImportVeneerPalletId;uniqueidentifier;16;0;0;4
ImportVeneerPalletBundles;SortedVeneerPalletId;uniqueidentifier;16;0;0;5
ImportVeneerPalletBundles;BundleId;uniqueidentifier;16;0;0;6
ImportVeneerPalletBundles;CreateDate;datetime;8;0;0;7
ImportVeneerPallets;ImportVeneerPalletId;uniqueidentifier;16;0;0;1
ImportVeneerPallets;CostOfArticleId;uniqueidentifier;16;0;0;2
ImportVeneerPallets;ImportArticleDetailId;uniqueidentifier;16;0;0;3
ImportVeneerPallets;PalletVeneerDetailId;uniqueidentifier;16;0;0;4
ImportVeneerPallets;ManagerOfImportId;int;4;0;0;5
ImportVeneerPallets;ManagerOfLastUpdateId;int;4;0;0;6
